id,id_genero,titulo,resumo,lancamento,idioma_original,poster
441130,"[16, 10751, 12, 14]",Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",2020-10-26,en,/ehAKuE48okTuonq6TpsNQj8vFTC.jpg
77338,"[18, 35]",The Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,2011-11-02,fr,/323BP0itpxTsO0skTwdnVmf7YC9.jpg
975,"[18, 10752]",Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,1957-10-25,en,/l2IY0gOHHmCWM90LjteFssxIV1G.jpg
537061,"[10770, 16, 878, 28, 12, 35, 18, 14, 10402]",Steven Universe: The Movie,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",2019-09-02,en,/8mRgpubxHqnqvENK4Bei30xMDvy.jpg
15804,"[80, 18, 10749]",A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",1991-07-27,zh,/3l8fOAwiN3N5n3hHnZ51eog7Zu2.jpg
670,"[18, 53, 9648, 28]",Oldboy,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",2003-11-21,ko,/5f4elwxWEH2J9h0bnYmsj2AKcml.jpg
618344,"[16, 28, 878]",Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",2020-05-05,en,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg
1010581,"[10749, 18]",My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",2023-06-08,es,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg
299534,"[12, 878, 28]",Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,en,/or06FN3Dka5tukK1e9sl16pB3iy.jpg
265177,[18],Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",2014-09-19,fr,/q4ZsidoZipnuO4MaE4Cm80RjQwz.jpg
299536,"[12, 28, 878]",Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,en,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg
1585,"[18, 10751, 14]",It's a Wonderful Life,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",1946-12-20,en,/mV3VcmMJN6Zwahj42dy9WwPUyRI.jpg
8587,"[10751, 16, 18]",The Lion King,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",1994-06-24,en,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
635302,"[28, 16, 12, 14, 53]",Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,ja,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg
508965,"[16, 10751, 12, 35, 14]",Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",2019-11-08,en,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg
504253,"[16, 18, 10749]",I Want to Eat Your Pancreas,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",2018-09-01,ja,/qpV8kvRfAntV7D4aOOsLIz7OdPc.jpg
42269,"[18, 35]",We All Loved Each Other So Much,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",1974-12-21,it,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg
797,[18],Persona,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.",1966-10-18,sv,/bdXbfUir63TQHA5NTNcXPICZCW8.jpg
490132,"[18, 35]",Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",2018-11-16,en,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg
575813,[18],Better Days,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",2019-10-25,zh,/csVZ2ZQCj98XdZoCuW1aixMYJ0W.jpg
290098,"[53, 18, 10749]",The Handmaiden,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",2016-06-01,ko,/x2lZKoKPqVodhYTYbVaCC3NjhdK.jpg
24188,"[18, 35]",Il Sorpasso,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",1962-12-05,it,/41BZ3auNuk5Hw6kKkxRPyOzXeqM.jpg
572154,"[16, 35, 10749, 18, 14]",Rascal Does Not Dream of a Dreaming Girl,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",2019-06-15,ja,/pvdBzHOWjrLl69lUswPiVnI8szv.jpg
110420,"[16, 10751, 18, 14, 12]",Wolf Children,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",2012-07-21,ja,/vHMvBkr42Gh3OORcnmfCFfqJ1E.jpg
556574,"[36, 18]",Hamilton,"Presenting the tale of American founding father Alexander Hamilton, this filmed version of the original Broadway smash hit is the story of America then, told by America now.",2020-07-03,en,/h1B7tW0t399VDjAcWJh8m87469b.jpg
284,"[35, 18, 10749]",The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",1960-06-21,en,/s6ex6Uyus8EADtDvhEyoI4uvx3q.jpg
354912,"[10751, 16, 14, 10402, 35, 12]",Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2017-10-27,en,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg
37257,"[18, 9648, 80]",Witness for the Prosecution,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",1957-12-17,en,/mM5Cad2ESBprh6ucPnMzMfI34Cu.jpg
5156,[18],Bicycle Thieves,"Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.",1948-11-24,it,/ihLPR2hiHljvvdTzHk6NeNTVMXf.jpg
522924,"[18, 10749, 35]",The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",2019-08-08,en,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg
694,"[27, 53]",The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23,en,/nRj5511mZdTl4saWEPoj9QroTIu.jpg
31414,[18],Satantango,"Inhabitants of a small village in Hungary deal with the effects of the fall of Communism. The town's source of revenue, a factory, has closed, and the locals, who include a doctor and three couples, await a cash payment offered in the wake of the shuttering. Irimias, a villager thought to be dead, returns and, unbeknownst to the locals, is a police informant. In a scheme, he persuades the villagers to form a commune with him.",1994-02-08,hu,/y38z0v4HJ12MHiKddLEoFlvPiBt.jpg
18148,[18],Tokyo Story,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",1953-11-03,ja,/g2YbTYKpY7N2yDSk7BfXZ18I5QV.jpg
185,"[878, 18]",A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",1971-12-19,en,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
16869,"[18, 53, 10752]",Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",2009-08-19,en,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg
610892,"[18, 14, 16]",Violet Evergarden: Eternity and the Auto Memory Doll,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",2019-09-06,ja,/zjaSw6Ok0MhXjrruPrA27VHyUYC.jpg
